Iter 	incumb_est 	candid_est 	error
1 	-0.000000 	-2.350000 	-10870096885.309052
2 	0.325000 	0.068902 	0.787992
3 	0.235833 	0.048333 	0.795053
4 	0.385000 	0.205099 	0.467275
5 	0.308000 	0.212692 	0.309441
6 	0.483339 	0.392083 	0.188803
7 	0.376817 	0.313786 	0.167274
8 	0.504546 	0.494667 	0.019579
9 	0.483296 	0.449765 	0.069380
10 	0.440016 	0.423750 	0.036967
11 	0.395447 	0.393150 	0.005808
12 	0.366701 	0.185625 	0.493797
13 	0.318315 	0.225457 	0.291717
14 	0.465377 	0.445044 	0.043692
15 	0.464729 	0.445508 	0.041360
16 	0.450452 	0.427625 	0.050674
17 	0.414688 	0.412825 	0.004494
18 	0.422142 	0.386243 	0.085041
19 	0.386118 	0.378471 	0.019804
20 	0.397527 	0.387936 	0.024128
21 	0.364041 	0.357479 	0.018026
22 	0.415192 	0.413144 	0.004932
23 	0.473514 	0.425049 	0.102353
24 	0.439201 	0.424436 	0.033620
25 	0.474967 	0.471197 	0.007938
26 	0.496378 	0.468609 	0.055944
27 	0.536389 	0.515958 	0.038089
28 	0.504732 	0.498017 	0.013305
29 	0.500546 	0.499741 	0.001607
30 	0.522250 	0.503583 	0.035743
31 	0.555618 	0.536694 	0.034061
32 	0.527318 	0.514230 	0.024819
33 	0.601667 	0.596894 	0.007933
34 	0.603137 	0.576280 	0.044529
35 	0.619881 	0.613650 	0.010053
36 	0.592940 	0.592602 	0.000569
37 	0.607545 	0.606419 	0.001854
38 	0.586732 	0.586313 	0.000715
39 	0.579936 	0.579423 	0.000884
40 	0.577438 	0.574013 	0.005930
41 	0.568902 	0.548528 	0.035814
42 	0.572143 	0.568147 	0.006984
43 	0.581046 	0.553573 	0.047283
44 	0.610114 	0.600243 	0.016179
45 	0.594222 	0.590376 	0.006473
46 	0.624837 	0.612808 	0.019252
47 	0.605160 	0.604413 	0.001234
48 	0.596719 	0.596719 	0.000000
49 	0.593724 	0.583285 	0.017583
50 	0.588900 	0.582882 	0.010219
51 	0.571471 	0.570791 	0.001189
52 	0.574038 	0.574038 	0.000000
53 	0.570943 	0.563456 	0.013115
54 	0.568796 	0.561572 	0.012701
55 	0.569227 	0.555907 	0.023400
56 	0.569241 	0.566113 	0.005495
57 	0.575132 	0.559799 	0.026658
58 	0.568922 	0.566474 	0.004303
59 	0.580932 	0.573171 	0.013360
60 	0.594583 	0.578356 	0.027292
61 	0.579918 	0.578975 	0.001626
62 	0.597177 	0.597177 	0.000000
63 	0.590714 	0.587664 	0.005164
64 	0.595000 	0.583823 	0.018784
65 	0.581231 	0.580114 	0.001921
66 	0.578182 	0.578182 	0.000000
67 	0.567313 	0.566299 	0.001787
68 	0.567941 	0.561023 	0.012180
69 	0.565652 	0.557415 	0.014561
70 	0.569857 	0.565540 	0.007576
71 	0.568944 	0.561651 	0.012819
72 	0.571667 	0.566866 	0.008397
73 	0.560205 	0.559850 	0.000634
74 	0.581014 	0.572226 	0.015124
75 	0.569267 	0.568272 	0.001747
76 	0.564408 	0.564408 	0.000000
77 	0.557078 	0.556053 	0.001840
78 	0.551859 	0.546768 	0.009224
79 	0.562089 	0.558506 	0.006374
80 	0.551313 	0.551172 	0.000254
81 	0.561883 	0.561883 	-0.000000
82 	0.561128 	0.558318 	0.005008
83 	0.565633 	0.564505 	0.001993
84 	0.575030 	0.560770 	0.024799
85 	0.570029 	0.568455 	0.002762
86 	0.559913 	0.559771 	0.000253
87 	0.565747 	0.565747 	-0.000000
88 	0.574659 	0.570003 	0.008102
89 	0.575506 	0.573397 	0.003664
90 	0.575222 	0.566874 	0.014514
91 	0.579505 	0.576544 	0.005111
92 	0.584185 	0.574905 	0.015886
93 	0.580753 	0.579502 	0.002153
94 	0.578298 	0.574804 	0.006042
95 	0.581421 	0.577483 	0.006773
96 	0.572240 	0.571905 	0.000585
97 	0.577680 	0.577680 	-0.000000
98 	0.573316 	0.571834 	0.002585
99 	0.569545 	0.569106 	0.000772
100 	0.568700 	0.562015 	0.011755
101 	0.562079 	0.561668 	0.000732
102 	0.555588 	0.553737 	0.003332
103 	0.549223 	0.549223 	0.000000
104 	0.544904 	0.544835 	0.000126
105 	0.538286 	0.538208 	0.000145
106 	0.542170 	0.542170 	0.000000
107 	0.537500 	0.537461 	0.000073
108 	0.532060 	0.529468 	0.004872
109 	0.539106 	0.539103 	0.000004
110 	0.543909 	0.543888 	0.000039
111 	0.539414 	0.539414 	-0.000000
112 	0.542835 	0.542595 	0.000441
113 	0.547102 	0.547102 	-0.000000
114 	0.544934 	0.544831 	0.000189
115 	0.551304 	0.551304 	-0.000000
116 	0.547414 	0.547393 	0.000038
117 	0.558376 	0.558376 	-0.000000
118 	0.560212 	0.560053 	0.000283
119 	0.555504 	0.555504 	-0.000000
120 	0.562958 	0.562913 	0.000081
121 	0.567149 	0.567149 	-0.000000
122 	0.572848 	0.572645 	0.000355
123 	0.572663 	0.572663 	-0.000000
124 	0.570887 	0.570428 	0.000804
125 	0.576840 	0.576840 	-0.000000
126 	0.573452 	0.573236 	0.000378
127 	0.581575 	0.581575 	-0.000000
128 	0.580996 	0.580538 	0.000789
129 	0.586105 	0.586105 	-0.000000
130 	0.583135 	0.582828 	0.000526
131 	0.579447 	0.579447 	-0.000000
132 	0.587197 	0.587040 	0.000268
133 	0.589436 	0.589436 	-0.000000
134 	0.586530 	0.586471 	0.000100
135 	0.584815 	0.584815 	-0.000000
136 	0.587647 	0.587477 	0.000289
137 	0.588923 	0.588923 	-0.000000
138 	0.595580 	0.595267 	0.000526
139 	0.596691 	0.596691 	-0.000000
140 	0.594821 	0.594367 	0.000765
141 	0.599113 	0.599113 	-0.000000
142 	0.598415 	0.597765 	0.001087
143 	0.597622 	0.597622 	0.000000
144 	0.601597 	0.600808 	0.001313
145 	0.604828 	0.604170 	0.001086
146 	0.600000 	0.599447 	0.000921
147 	0.596939 	0.596257 	0.001143
148 	0.603074 	0.602409 	0.001103
149 	0.605738 	0.605304 	0.000717
150 	0.601350 	0.600583 	0.001276
151 	0.600679 	0.600210 	0.000781
152 	0.605115 	0.604195 	0.001521
153 	0.607239 	0.606946 	0.000482
154 	0.604269 	0.603290 	0.001621
155 	0.600371 	0.600059 	0.000520
156 	0.601971 	0.601199 	0.001282
157 	0.597500 	0.597173 	0.000547
158 	0.599415 	0.598810 	0.001008
159 	0.595959 	0.595621 	0.000568
