Iter 	incumb_est 	candid_est 	error
1 	-1301.999996 	-3316.020484 	-1.546867
2 	-492.079007 	-828.925684 	-0.684538
3 	-663.730751 	-890.342381 	-0.341421
4 	-522.533844 	-561.986850 	-0.075503
5 	-415.946083 	-631.585607 	-0.518431
6 	-461.350010 	-543.434410 	-0.177922
7 	-540.826761 	-560.964876 	-0.037236
8 	-425.179880 	-541.075800 	-0.272581
9 	-391.137620 	-397.681010 	-0.016729
10 	-279.290951 	-441.672363 	-0.581406
11 	-366.877186 	-432.170456 	-0.177970
12 	-313.042585 	-363.098986 	-0.159903
13 	-335.694223 	-343.441413 	-0.023078
14 	-326.639373 	-409.561938 	-0.253866
15 	-374.355084 	-448.758745 	-0.198752
16 	-352.488413 	-407.054796 	-0.154803
17 	-373.961011 	-421.042516 	-0.125900
18 	-360.138981 	-398.589448 	-0.106766
19 	-396.046142 	-411.672282 	-0.039455
20 	-385.518190 	-398.776932 	-0.034392
21 	-415.569394 	-428.640287 	-0.031453
22 	-389.062302 	-412.457467 	-0.060132
23 	-416.346266 	-428.083506 	-0.028191
24 	-412.818594 	-449.292902 	-0.088354
25 	-436.969589 	-442.528027 	-0.012720
26 	-416.564210 	-428.346796 	-0.028285
27 	-438.787516 	-439.589656 	-0.001828
28 	-413.057115 	-440.863343 	-0.067318
29 	-433.868714 	-459.359256 	-0.058752
30 	-416.956591 	-434.659308 	-0.042457
31 	-436.299716 	-443.838901 	-0.017280
32 	-373.361398 	-394.600075 	-0.056885
33 	-392.853279 	-401.748143 	-0.022642
34 	-377.524822 	-388.158728 	-0.028167
35 	-397.339730 	-400.514686 	-0.007991
36 	-351.551877 	-363.580348 	-0.034215
37 	-370.997681 	-376.730776 	-0.015453
38 	-352.294582 	-360.059094 	-0.022040
39 	-370.724121 	-374.577395 	-0.010394
40 	-341.949150 	-348.673565 	-0.019665
41 	-359.732015 	-360.814359 	-0.003009
42 	-333.672475 	-351.544544 	-0.053562
43 	-350.820710 	-365.095842 	-0.040691
44 	-324.206837 	-334.809150 	-0.032702
