1.072667	262
1.071213	274
1.457259	347
1.176831	298
1.094668	259
2.179824	468
1.757443	414
1.013849	264
1.704433	404
1.190927	300
0.978261	259
2.067436	485
0.992004	259
1.005319	261
1.917586	451
1.652807	395
1.109961	280
1.007014	262
0.951444	259
0.978947	261
1.035505	269
1.212997	308
1.070202	283
1.078713	275
2.190535	502
1.154909	294
1.062964	277
1.009262	265
1.257519	319
1.228097	305
0.336899	12307
0.334759	12307
Total Time for Compromise Solve: 0.009742
