Iter 	incumb_est 	candid_est 	error
1 	-0.000000 	-2.350000 	-2938656548.972020
2 	0.325000 	0.075000 	0.769231
3 	0.233333 	0.233333 	0.000000
4 	0.387319 	-0.237500 	1.613190
5 	0.309638 	0.145217 	0.531009
6 	0.533152 	0.487500 	0.085627
7 	0.585766 	0.585714 	0.000088
8 	0.562319 	0.200000 	0.644330
9 	0.499718 	0.390385 	0.218791
10 	0.461374 	0.443333 	0.039101
11 	0.398751 	0.384545 	0.035626
12 	0.376900 	0.362917 	0.037101
13 	0.407333 	0.360140 	0.115859
14 	0.482476 	0.432143 	0.104323
15 	0.452106 	0.427576 	0.054258
16 	0.463359 	0.446875 	0.035574
17 	0.411231 	0.410695 	0.001304
18 	0.430303 	0.418229 	0.028059
19 	0.400239 	0.386842 	0.033473
20 	0.410455 	0.399091 	0.027686
21 	0.374459 	0.372511 	0.005202
22 	0.423967 	0.402841 	0.049829
23 	0.441107 	0.390978 	0.113642
24 	0.481061 	0.472083 	0.018661
25 	0.458364 	0.446000 	0.026973
26 	0.515734 	0.497692 	0.034983
27 	0.526768 	0.493173 	0.063775
28 	0.540097 	0.527143 	0.023986
29 	0.507837 	0.505172 	0.005247
30 	0.535000 	0.535000 	-0.000000
31 	0.571370 	0.567742 	0.006351
32 	0.576962 	0.479688 	0.168598
33 	0.616286 	0.608242 	0.013052
34 	0.627212 	0.588235 	0.062143
35 	0.633212 	0.625584 	0.012046
36 	0.606249 	0.605139 	0.001831
37 	0.619932 	0.618919 	0.001635
38 	0.598289 	0.597895 	0.000660
39 	0.593462 	0.559914 	0.056529
40 	0.571687 	0.552367 	0.033795
41 	0.589756 	0.586126 	0.006155
42 	0.580000 	0.573120 	0.011862
43 	0.603837 	0.595877 	0.013182
44 	0.583807 	0.581073 	0.004683
45 	0.618889 	0.618889 	0.000000
46 	0.642228 	0.640217 	0.003131
47 	0.622660 	0.605319 	0.027849
48 	0.614011 	0.609407 	0.007498
49 	0.600594 	0.596837 	0.006255
50 	0.605601 	0.601693 	0.006453
51 	0.588285 	0.587010 	0.002168
52 	0.589766 	0.589423 	0.000582
53 	0.586658 	0.581647 	0.008542
54 	0.584656 	0.575487 	0.015682
55 	0.584513 	0.572273 	0.020941
56 	0.585172 	0.580939 	0.007235
57 	0.591447 	0.577368 	0.023804
58 	0.585745 	0.582316 	0.005854
59 	0.596489 	0.591786 	0.007884
60 	0.610446 	0.590682 	0.032377
61 	0.595433 	0.593964 	0.002467
62 	0.612500 	0.612097 	0.000658
63 	0.605471 	0.603855 	0.002668
64 	0.609821 	0.596307 	0.022162
65 	0.595742 	0.594165 	0.002647
66 	0.592830 	0.592424 	0.000685
67 	0.581210 	0.580685 	0.000904
68 	0.581985 	0.573195 	0.015104
69 	0.579658 	0.571951 	0.013296
70 	0.584694 	0.578921 	0.009873
71 	0.582621 	0.576898 	0.009822
72 	0.585789 	0.579505 	0.010728
73 	0.573581 	0.573523 	0.000102
74 	0.596216 	0.584122 	0.020286
75 	0.584210 	0.582667 	0.002641
76 	0.579135 	0.578947 	0.000325
77 	0.571243 	0.569137 	0.003687
78 	0.566136 	0.564204 	0.003412
79 	0.572893 	0.560140 	0.022261
80 	0.576393 	0.573500 	0.005019
81 	0.572981 	0.566686 	0.010986
82 	0.577003 	0.573323 	0.006378
83 	0.577883 	0.570302 	0.013118
84 	0.592466 	0.584940 	0.012702
85 	0.581916 	0.581089 	0.001421
86 	0.578621 	0.578488 	0.000230
87 	0.582184 	0.578085 	0.007041
88 	0.584091 	0.573905 	0.017439
89 	0.591573 	0.587663 	0.006609
90 	0.591111 	0.584978 	0.010376
91 	0.595604 	0.590962 	0.007795
92 	0.600000 	0.592348 	0.012754
93 	0.596237 	0.594319 	0.003217
94 	0.593617 	0.591307 	0.003891
95 	0.596316 	0.590263 	0.010150
96 	0.586979 	0.586359 	0.001057
97 	0.592268 	0.592268 	0.000000
98 	0.587755 	0.585459 	0.003906
99 	0.583838 	0.581446 	0.004098
100 	0.580000 	0.575938 	0.007004
101 	0.576238 	0.575167 	0.001858
102 	0.569608 	0.568224 	0.002430
103 	0.563107 	0.562698 	0.000726
104 	0.558654 	0.555034 	0.006480
105 	0.551905 	0.551710 	0.000353
106 	0.555660 	0.548558 	0.012782
107 	0.550935 	0.550280 	0.001187
108 	0.545370 	0.543287 	0.003820
109 	0.552294 	0.551189 	0.001999
110 	0.554545 	0.544831 	0.017518
111 	0.552703 	0.551886 	0.001478
112 	0.556250 	0.550714 	0.009952
113 	0.560177 	0.556829 	0.005976
114 	0.552632 	0.552466 	0.000299
115 	0.563913 	0.563913 	-0.000000
116 	0.559914 	0.559130 	0.001400
117 	0.571795 	0.571400 	0.000690
118 	0.573729 	0.566454 	0.012680
119 	0.568908 	0.568335 	0.001007
120 	0.576250 	0.569501 	0.011712
121 	0.580579 	0.579096 	0.002554
122 	0.584016 	0.575602 	0.014407
123 	0.586585 	0.584543 	0.003481
124 	0.581855 	0.579817 	0.003501
125 	0.591200 	0.588405 	0.004727
126 	0.584921 	0.584282 	0.001092
127 	0.596063 	0.594044 	0.003388
128 	0.592578 	0.589710 	0.004840
129 	0.600000 	0.597456 	0.004240
130 	0.594231 	0.593330 	0.001516
131 	0.593130 	0.592140 	0.001668
132 	0.601136 	0.599053 	0.003465
133 	0.603759 	0.602406 	0.002242
134 	0.598134 	0.597206 	0.001552
135 	0.598889 	0.597928 	0.001604
136 	0.601838 	0.600495 	0.002231
137 	0.602920 	0.601662 	0.002085
138 	0.609783 	0.608995 	0.001292
139 	0.610791 	0.609252 	0.002521
140 	0.608929 	0.608511 	0.000686
141 	0.613121 	0.611323 	0.002932
142 	0.609859 	0.607618 	0.003675
143 	0.611538 	0.609512 	0.003313
144 	0.613542 	0.608754 	0.007804
145 	0.619655 	0.617434 	0.003585
146 	0.613356 	0.612983 	0.000609
147 	0.611565 	0.611565 	-0.000000
148 	0.617905 	0.617779 	0.000205
149 	0.620470 	0.618571 	0.003060
150 	0.616000 	0.615960 	0.000065
151 	0.615232 	0.613213 	0.003281
152 	0.619408 	0.619345 	0.000101
153 	0.621895 	0.619783 	0.003396
154 	0.618831 	0.618817 	0.000022
155 	0.614839 	0.613249 	0.002586
156 	0.616346 	0.616319 	0.000044
157 	0.611783 	0.610783 	0.001636
158 	0.613608 	0.613565 	0.000069
159 	0.610063 	0.608625 	0.002356
160 	0.608437 	0.608379 	0.000096
161 	0.610559 	0.609074 	0.002432
162 	0.614506 	0.614488 	0.000030
163 	0.615951 	0.614434 	0.002462
164 	0.612805 	0.612803 	0.000003
165 	0.616061 	0.614527 	0.002489
166 	0.618976 	0.618974 	0.000003
167 	0.622751 	0.622745 	0.000010
168 	0.626176 	0.626162 	0.000022
169 	0.625111 	0.625086 	0.000039
170 	0.620557 	0.620551 	0.000010
171 	0.623044 	0.623031 	0.000022
172 	0.620839 	0.620815 	0.000038
173 	0.623268 	0.623231 	0.000059
174 	0.619146 	0.619133 	0.000021
175 	0.622126 	0.622103 	0.000037
176 	0.620648 	0.620642 	0.000009
177 	0.621043 	0.621030 	0.000020
178 	0.623388 	0.623366 	0.000036
179 	0.620556 	0.620551 	0.000009
180 	0.616389 	0.616389 	0.000000
181 	0.612268 	0.612262 	0.000008
182 	0.613790 	0.613789 	0.000002
183 	0.616940 	0.616940 	0.000000
184 	0.623588 	0.623587 	0.000002
185 	0.620593 	0.620592 	0.000002
186 	0.620161 	0.620161 	0.000000
187 	0.622942 	0.622942 	0.000001
188 	0.619733 	0.619732 	0.000001
189 	0.621693 	0.621693 	0.000000
190 	0.626791 	0.626790 	0.000001
191 	0.624658 	0.624658 	0.000001
192 	0.628906 	0.628906 	0.000000
193 	0.633887 	0.633887 	0.000001
194 	0.632630 	0.632628 	0.000004
195 	0.634716 	0.634710 	0.000009
196 	0.637286 	0.637276 	0.000016
197 	0.633391 	0.633389 	0.000004
198 	0.630638 	0.630633 	0.000009
199 	0.628334 	0.628333 	0.000001
200 	0.630133 	0.630131 	0.000004
201 	0.629673 	0.629667 	0.000008
202 	0.632925 	0.632916 	0.000015
203 	0.632691 	0.632676 	0.000023
204 	0.631470 	0.631450 	0.000033
205 	0.629726 	0.629717 	0.000014
206 	0.630473 	0.630459 	0.000022
207 	0.634345 	0.634325 	0.000032
208 	0.640094 	0.640067 	0.000042
209 	0.638121 	0.638086 	0.000055
210 	0.639277 	0.639051 	0.000354
211 	0.641394 	0.641346 	0.000075
212 	0.643467 	0.643303 	0.000255
213 	0.641318 	0.641283 	0.000054
214 	0.645942 	0.645781 	0.000249
215 	0.644267 	0.644242 	0.000038
216 	0.641194 	0.640989 	0.000320
217 	0.638405 	0.638389 	0.000026
218 	0.636077 	0.635924 	0.000240
219 	0.641099 	0.641075 	0.000038
220 	0.637643 	0.637495 	0.000232
221 	0.638540 	0.638523 	0.000026
222 	0.635577 	0.635434 	0.000225
223 	0.633784 	0.633773 	0.000018
224 	0.637343 	0.637237 	0.000167
225 	0.635781 	0.635764 	0.000026
226 	0.639299 	0.639221 	0.000122
227 	0.635979 	0.635968 	0.000018
228 	0.633544 	0.633444 	0.000157
229 	0.634209 	0.634201 	0.000013
230 	0.636151 	0.636077 	0.000117
231 	0.634201 	0.634196 	0.000008
232 	0.638929 	0.638857 	0.000113
233 	0.642778 	0.642770 	0.000013
234 	0.640376 	0.640307 	0.000108
235 	0.638867 	0.638865 	0.000003
236 	0.641163 	0.641097 	0.000104
237 	0.642407 	0.642404 	0.000006
238 	0.641097 	0.641033 	0.000100
239 	0.643586 	0.643584 	0.000003
240 	0.641450 	0.641401 	0.000076
241 	0.640597 	0.640593 	0.000006
242 	0.638904 	0.638868 	0.000057
243 	0.638069 	0.638063 	0.000009
244 	0.641113 	0.641087 	0.000041
245 	0.642113 	0.642105 	0.000012
246 	0.644709 	0.644690 	0.000030
