Iter 	incumb_est 	candid_est 	error
1 	-0.000000 	-2.332500 	-10789149541.479015
2 	0.355625 	0.104063 	0.707381
3 	0.246250 	0.246250 	-0.000000
4 	0.391562 	-0.217812 	1.556265
5 	0.313250 	0.071715 	0.771062
6 	0.536042 	0.478681 	0.107009
7 	0.539464 	0.539464 	0.000000
8 	0.559531 	0.491281 	0.121977
9 	0.497361 	0.469092 	0.056838
10 	0.495561 	0.434534 	0.123148
11 	0.422283 	0.366813 	0.131358
12 	0.358684 	0.308934 	0.138700
13 	0.434318 	0.425577 	0.020126
14 	0.462516 	0.396301 	0.143164
15 	0.492606 	0.476685 	0.032320
16 	0.449844 	0.440554 	0.020652
17 	0.445468 	0.440086 	0.012082
18 	0.425076 	0.404748 	0.047822
19 	0.442871 	0.442544 	0.000738
20 	0.420896 	0.411565 	0.022169
21 	0.384187 	0.376651 	0.019615
22 	0.440436 	0.439996 	0.000999
23 	0.502264 	0.477283 	0.049738
24 	0.497413 	0.478441 	0.038143
25 	0.463517 	0.460334 	0.006866
26 	0.528446 	0.528446 	-0.000000
27 	0.565849 	0.565640 	0.000369
28 	0.533140 	0.530826 	0.004340
29 	0.529583 	0.529373 	0.000398
30 	0.552292 	0.529542 	0.041192
31 	0.587056 	0.585950 	0.001884
32 	0.602760 	0.491139 	0.185184
33 	0.633232 	0.624229 	0.014218
34 	0.632745 	0.603738 	0.045843
35 	0.650202 	0.641360 	0.013600
36 	0.622419 	0.621219 	0.001928
37 	0.635867 	0.634932 	0.001469
38 	0.615017 	0.614437 	0.000943
39 	0.609455 	0.557860 	0.084658
40 	0.587220 	0.543652 	0.074193
41 	0.604700 	0.596919 	0.012869
42 	0.583637 	0.581880 	0.003010
43 	0.618034 	0.617703 	0.000534
44 	0.638949 	0.633576 	0.008408
45 	0.618083 	0.613338 	0.007678
46 	0.654293 	0.652228 	0.003156
47 	0.633989 	0.633420 	0.000899
48 	0.624948 	0.624948 	0.000000
49 	0.622908 	0.615137 	0.012475
50 	0.604450 	0.603386 	0.001760
51 	0.605270 	0.605270 	0.000000
52 	0.602861 	0.596656 	0.010292
53 	0.593137 	0.587693 	0.009177
54 	0.598171 	0.595317 	0.004771
55 	0.604182 	0.586287 	0.029617
56 	0.598192 	0.596563 	0.002724
57 	0.608048 	0.595637 	0.020412
58 	0.597392 	0.596116 	0.002137
59 	0.609068 	0.598570 	0.017236
60 	0.622250 	0.615926 	0.010164
61 	0.607131 	0.603456 	0.006053
62 	0.623952 	0.623246 	0.001131
63 	0.617063 	0.611802 	0.008527
64 	0.621250 	0.618561 	0.004329
65 	0.607077 	0.605733 	0.002214
66 	0.604621 	0.604358 	0.000435
67 	0.593619 	0.591926 	0.002852
68 	0.594154 	0.590681 	0.005846
69 	0.595217 	0.583843 	0.019109
70 	0.595786 	0.594848 	0.001573
71 	0.597676 	0.587784 	0.016551
72 	0.598785 	0.597117 	0.002785
73 	0.586575 	0.586490 	0.000146
74 	0.609088 	0.604554 	0.007444
75 	0.596967 	0.595043 	0.003223
76 	0.592368 	0.591546 	0.001388
77 	0.585292 	0.583458 	0.003133
78 	0.580513 	0.575754 	0.008198
79 	0.587848 	0.579066 	0.014939
80 	0.590234 	0.585438 	0.008127
81 	0.585170 	0.581078 	0.006992
82 	0.590107 	0.586404 	0.006274
83 	0.589232 	0.581951 	0.012357
84 	0.604449 	0.599927 	0.007481
85 	0.593809 	0.593629 	0.000304
86 	0.590669 	0.590669 	0.000000
87 	0.594612 	0.588917 	0.009578
88 	0.603196 	0.592247 	0.018151
89 	0.593048 	0.588553 	0.007579
90 	0.606847 	0.606027 	0.001351
91 	0.607596 	0.601352 	0.010276
92 	0.615584 	0.611420 	0.006764
93 	0.605739 	0.603723 	0.003329
94 	0.606449 	0.605720 	0.001202
95 	0.609829 	0.603516 	0.010353
96 	0.605065 	0.602487 	0.004261
97 	0.602951 	0.597958 	0.008281
98 	0.601390 	0.599638 	0.002913
99 	0.594937 	0.593026 	0.003211
100 	0.596813 	0.593986 	0.004737
101 	0.587933 	0.587201 	0.001245
102 	0.583542 	0.583542 	-0.000000
103 	0.577100 	0.576697 	0.000697
104 	0.572512 	0.568796 	0.006491
105 	0.564202 	0.563705 	0.000882
106 	0.569658 	0.569658 	0.000000
107 	0.564743 	0.564159 	0.001034
108 	0.559491 	0.556949 	0.004543
109 	0.566284 	0.565134 	0.002031
110 	0.570943 	0.558778 	0.021307
111 	0.563097 	0.559370 	0.006618
112 	0.569397 	0.568407 	0.001740
113 	0.574027 	0.570310 	0.006475
