Iter 	incumb_est 	candid_est 	error
1 	-0.000000 	-2.525000 	-11679572386.892609
2 	0.306250 	0.071795 	0.765568
3 	0.216667 	0.216667 	-0.000000
4 	0.378125 	-0.200000 	1.528926
5 	0.302500 	0.063502 	0.790077
6 	0.527083 	0.472740 	0.103102
7 	0.535714 	0.535714 	0.000000
8 	0.557812 	0.491232 	0.119360
9 	0.495833 	0.463276 	0.065661
10 	0.481454 	0.427638 	0.111778
11 	0.407671 	0.379091 	0.070105
12 	0.345184 	0.295536 	0.143832
13 	0.420191 	0.406154 	0.033408
14 	0.450741 	0.387758 	0.139734
15 	0.482707 	0.463621 	0.039539
16 	0.435659 	0.431405 	0.009765
17 	0.432398 	0.424696 	0.017812
18 	0.407817 	0.392929 	0.036507
19 	0.422525 	0.422456 	0.000163
20 	0.402101 	0.400099 	0.004980
21 	0.380149 	0.315238 	0.170752
22 	0.347317 	0.306443 	0.117684
23 	0.480924 	0.476957 	0.008249
24 	0.446628 	0.441397 	0.011712
25 	0.481656 	0.481346 	0.000645
26 	0.491924 	0.461394 	0.062063
27 	0.547019 	0.538148 	0.016217
28 	0.515263 	0.514279 	0.001909
29 	0.509127 	0.507000 	0.004177
30 	0.519013 	0.492713 	0.050674
31 	0.565896 	0.553387 	0.022105
32 	0.569621 	0.545859 	0.041715
33 	0.611239 	0.596546 	0.024038
34 	0.621393 	0.600826 	0.033097
35 	0.628543 	0.616957 	0.018434
36 	0.601579 	0.598845 	0.004544
37 	0.613490 	0.612905 	0.000952
38 	0.591513 	0.590072 	0.002437
39 	0.585321 	0.577906 	0.012667
40 	0.583188 	0.574255 	0.015316
41 	0.561646 	0.556749 	0.008719
42 	0.578036 	0.577960 	0.000130
43 	0.597151 	0.574244 	0.038360
44 	0.619943 	0.618343 	0.002582
45 	0.604111 	0.588842 	0.025275
46 	0.636467 	0.628424 	0.012638
47 	0.616543 	0.616075 	0.000759
48 	0.607865 	0.607275 	0.000970
49 	0.589337 	0.589072 	0.000448
50 	0.599550 	0.599550 	-0.000000
51 	0.586618 	0.585639 	0.001669
52 	0.583990 	0.583826 	0.000282
53 	0.581462 	0.570952 	0.018075
54 	0.579028 	0.578966 	0.000107
55 	0.586045 	0.561647 	0.041633
56 	0.579554 	0.579154 	0.000690
57 	0.590526 	0.573198 	0.029343
58 	0.580259 	0.579781 	0.000823
59 	0.591610 	0.578698 	0.021826
60 	0.605083 	0.605027 	0.000092
61 	0.591311 	0.584573 	0.011396
62 	0.607339 	0.606761 	0.000951
63 	0.595556 	0.593214 	0.003933
64 	0.604766 	0.602969 	0.002971
65 	0.590846 	0.589358 	0.002519
66 	0.587500 	0.587184 	0.000538
67 	0.574254 	0.573815 	0.000764
68 	0.576544 	0.576544 	-0.000000
69 	0.584130 	0.583568 	0.000963
70 	0.571500 	0.568071 	0.005999
71 	0.582465 	0.580411 	0.003527
72 	0.572500 	0.570048 	0.004283
73 	0.572671 	0.572600 	0.000124
74 	0.590608 	0.575202 	0.026085
75 	0.580667 	0.580493 	0.000299
76 	0.573026 	0.570014 	0.005257
77 	0.565130 	0.564058 	0.001896
78 	0.559359 	0.556299 	0.005470
79 	0.570633 	0.561297 	0.016360
80 	0.559750 	0.555796 	0.007063
81 	0.570741 	0.570197 	0.000952
82 	0.570488 	0.563373 	0.012471
83 	0.575663 	0.573761 	0.003304
84 	0.571429 	0.565796 	0.009857
85 	0.580912 	0.579809 	0.001899
86 	0.570669 	0.570147 	0.000915
87 	0.576178 	0.576178 	0.000000
88 	0.584972 	0.582085 	0.004935
89 	0.575028 	0.574244 	0.001363
90 	0.588639 	0.588639 	-0.000000
91 	0.589863 	0.589843 	0.000034
92 	0.597482 	0.596989 	0.000824
93 	0.588068 	0.587171 	0.001526
94 	0.588090 	0.587595 	0.000842
95 	0.589381 	0.582292 	0.012027
96 	0.585527 	0.584550 	0.001669
97 	0.581004 	0.577311 	0.006357
98 	0.582101 	0.581831 	0.000464
99 	0.576782 	0.574709 	0.003595
100 	0.577261 	0.576655 	0.001049
101 	0.568793 	0.568299 	0.000868
102 	0.563855 	0.563456 	0.000707
103 	0.556820 	0.556053 	0.001378
104 	0.552428 	0.550400 	0.003671
105 	0.545214 	0.544704 	0.000935
106 	0.549033 	0.545284 	0.006829
107 	0.544369 	0.542618 	0.003216
108 	0.536551 	0.536317 	0.000436
109 	0.545436 	0.545436 	0.000000
110 	0.550477 	0.543889 	0.011968
111 	0.542815 	0.540636 	0.004015
112 	0.549576 	0.549120 	0.000830
113 	0.553562 	0.546567 	0.012636
114 	0.551206 	0.549252 	0.003544
115 	0.554783 	0.546716 	0.014539
116 	0.553039 	0.551790 	0.002257
117 	0.562521 	0.552472 	0.017866
118 	0.566970 	0.564842 	0.003754
119 	0.559685 	0.559322 	0.000649
120 	0.569313 	0.569313 	-0.000000
121 	0.573698 	0.572110 	0.002768
122 	0.579652 	0.579350 	0.000521
123 	0.579817 	0.574812 	0.008632
124 	0.577964 	0.577650 	0.000542
125 	0.584540 	0.578085 	0.011043
126 	0.580893 	0.580471 	0.000726
127 	0.589311 	0.582587 	0.011411
